gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BACC1,78.76332382089097,2.359227538048886,0.5057162905947347,4.665120704880551,3.0843593168231075e-6,4.50887949175912e-5
PSMD10,331.48419521391156,1.6794047147560782,0.3600176036742603,4.6647849927793645,3.089398910372594e-6,4.513172267977935e-5
RFXANK,177.1721669240226,2.0713904131234497,0.4448404431071127,4.656479520286517,3.2166226010316904e-6,4.686267550450786e-5
SLC16A14,208.09854294438907,2.0707366399215044,0.4450523902708121,4.6527929861503985,3.2746896489184182e-6,4.761168012587348e-5
SLC25A39,678.179465579177,2.210673987863445,0.4754520494909601,4.649625530545698,3.3253823869190564e-6,4.8218044610326316e-5
MRPL3,646.0923192425764,1.3299226724973694,0.2860852009093021,4.648694403870951,3.340426936955937e-6,4.834120228414239e-5
AARS1,711.4805703744335,1.55150070711432,0.3341521791107382,4.643096182234239,3.432264695883851e-6,4.960026961189727e-5
PIH1D1,228.44822440829398,1.701291206531415,0.3665686810485452,4.6411253729177995,3.4651679174923314e-6,5.00084085469976e-5
FDPS,1013.0154829278987,1.7380558105099173,0.37455275115271863,4.640349871041928,3.4781978863938637e-6,5.0162719517481395e-5
FBXO45,440.0858273901621,1.6685321142833351,0.35976957983245406,4.6377798674929,3.521715714775593e-6,5.0756225143777184e-5
ARPC1A,875.0744047021027,1.34237091543059,0.28945989789552307,4.6375022073527505,3.526448456330814e-6,5.075626014276276e-5
CDKN2C,197.1067357280009,2.571085362045277,0.554395873880016,4.637634374965999,3.524194887677017e-6,5.075626014276276e-5
BCAT2,145.83012824040256,1.7414533441972375,0.3755480989353107,4.637098015232419,3.5333488482862013e-6,5.08214921476018e-5
PKM,6215.970655132511,1.47023027473277,0.3175115695599819,4.630477802022345,3.6482289481834975e-6,5.2368557343155755e-5
GNA11,347.6601624002469,1.7127297154555352,0.37003153826464213,4.62860469539386,3.6813773484049106e-6,5.277378617018663e-5
HNRNPA0,992.2282891679563,1.5665738203815855,0.3387439812539698,4.624654332107713,3.752236185687809e-6,5.371780423272874e-5
ASNS,187.85442794330055,1.9930172083136715,0.43098287144926833,4.624353635242492,3.7576830937553696e-6,5.3724103392398554e-5
TMEM185B,365.17252955602834,1.3221004145773116,0.2860841205009301,4.621369449874844,3.812151952770827e-6,5.435799395778202e-5
HMCES,404.06253142882713,1.462030053668517,0.3164096627452433,4.620687121194741,3.824712046087803e-6,5.45008768320347e-5
POLRMT,88.24220708205378,1.966940662097351,0.4257136475223872,4.620337340709554,3.831166065906733e-6,5.4556618297517254e-5
SERINC1,1890.8468922203856,1.3902745098040425,0.3009306749537315,4.619916231596527,3.83895006549931e-6,5.4631212470567107e-5
ATP6V0D1,256.5189303187841,1.9825061739196814,0.42924614827958696,4.618576501770699,3.863815289463748e-6,5.4879818485978233e-5
